nome,verso
Faça parte  dessa comunidade,"Eu hoje represento a loucuraMais o que você quiserTudo que você vê sair da bocaDe uma grande mulherPorém louca!Eu hoje represento o segredoEnrolado no papelComo luz del fuegoNão tinha medoEla também foi pro céu, cedo!Eu hoje represento uma frutaPode ser até maçãNão, não é pecado,Só um conviteVenha me ver amanhãMesmo!Amanhã! amanhã! amanhã!...Eu hoje represento o folcloreEnrustido no metrôDa grande cidade que está com pressaDe saber onde eu vouSem essa!Eu hoje represento a cigarraQue ainda vai cantarNesse formigueiro quem tem ouvidosVai poder escutarMeu grito!Eu hoje represento a perguntaNa barriga da mamãeE quem morre hoje, nasce um diaPra viver amanhãE sempre!"
M Te Vê,"Quem M Te VêQuem M Te ViuNo final dos 90 o BrasilTem um pé no pentaO outro em ChernobylA gente explode se for campeãoDepois se fode na eleiçãoA gente perde a copa e aprendeA eleger quem é honesto e competenteJá dizia o General De Gaulle""Este país não é sério!""Mais vale um craque de golQue dois de araque no MinistérioMas que mistério!Quem M Te VêQuem M Te ViuNo final dos 90 o BrasilTem um pé no pentaO outro em ChernobylQuem quer trocar a copa do mundoPor um Brasil sem vagabundosChove chuva na terra do solChove cartola no futebolFica assim combinado, entãoSe a bola no pé deixar na mãoQue vantagem Gérson vai levarÉ nas urnas que eu vou me vingar, porque eu vou me vingar!Quem M Te VêQuem M Te ViuNo final dos 90 o BrasilTem um pé no pentaO outro em Chernobyl"
Faça parte  dessa comunidade,"Quem M Te VêQuem M Te ViuNo final dos 90 o BrasilTem um pé no pentaO outro em ChernobylA gente explode se for campeãoDepois se fode na eleiçãoA gente perde a copa e aprendeA eleger quem é honesto e competenteJá dizia o General De Gaulle""Este país não é sério!""Mais vale um craque de golQue dois de araque no MinistérioMas que mistério!Quem M Te VêQuem M Te ViuNo final dos 90 o BrasilTem um pé no pentaO outro em ChernobylQuem quer trocar a copa do mundoPor um Brasil sem vagabundosChove chuva na terra do solChove cartola no futebolFica assim combinado, entãoSe a bola no pé deixar na mãoQue vantagem Gérson vai levarÉ nas urnas que eu vou me vingar, porque eu vou me vingar!Quem M Te VêQuem M Te ViuNo final dos 90 o BrasilTem um pé no pentaO outro em Chernobyl"
Macarrão Com Linguiça e Pimentão,"Meia xícara de chá de azeiteDuzentas gramas de lingüiça calabresa, ahUma cebola picadinhaE um pouco de salsinhaQuatro tomates batidos no liquidificadorDois pimentões vermelhosDuas colheres de sopa de massa de tomateUm tablete de caldo de carne em banho-mariaMariaEm fogo brando, uhMariaE está pronto para servirO macarrão é caracolPouco sal e bem enroladinhoNão se esquecendo do caldo de carneEm banho-mariaMariaEm fogo brando, uhMariaE está pronto pra você!"
Faça parte  dessa comunidade,"Meia xícara de chá de azeiteDuzentas gramas de lingüiça calabresa, ahUma cebola picadinhaE um pouco de salsinhaQuatro tomates batidos no liquidificadorDois pimentões vermelhosDuas colheres de sopa de massa de tomateUm tablete de caldo de carne em banho-mariaMariaEm fogo brando, uhMariaE está pronto para servirO macarrão é caracolPouco sal e bem enroladinhoNão se esquecendo do caldo de carneEm banho-mariaMariaEm fogo brando, uhMariaE está pronto pra você!"
Mamãe Natureza,"Não sei se eu estou pirandoOu se as coisas estão melhorando Não sei se eu vou ter algum dinheiro Ou se eu só vou cantar no chuveiro Estou no colo da mãe naturezaEla toma conta da minha cabeçaÉ que eu sei que não adianta mesmo a gente chorarA mamãe não dá sobremesaMamãe, ma-mamãe natureza! Mamãe, ma-mamãe natureza! Mamãe, ma-mamãe natureza!"
Faça parte  dessa comunidade,"Não sei se eu estou pirandoOu se as coisas estão melhorando Não sei se eu vou ter algum dinheiro Ou se eu só vou cantar no chuveiro Estou no colo da mãe naturezaEla toma conta da minha cabeçaÉ que eu sei que não adianta mesmo a gente chorarA mamãe não dá sobremesaMamãe, ma-mamãe natureza! Mamãe, ma-mamãe natureza! Mamãe, ma-mamãe natureza!"
Maná Mané,"GererêBoiando em GuarujáIemanjá e seu narguilê, gererêFuzuêUm pega pra capáXá di xapáPra dar e vender, gererêJabaculêVida de marajáPresa de AláPra mim pra você, gererêLata maná, lata ManéPode mergulhar que dá péA taba do Tupã tupiniquimTé qui tá boa, té qui tá boaTá toda a tribo numas de cauimLá na canoa, lá na canoaLata maná, lata ManéPode mergulhar que dá péGererê! Gererê!"
Faça parte  dessa comunidade,"GererêBoiando em GuarujáIemanjá e seu narguilê, gererêFuzuêUm pega pra capáXá di xapáPra dar e vender, gererêJabaculêVida de marajáPresa de AláPra mim pra você, gererêLata maná, lata ManéPode mergulhar que dá péA taba do Tupã tupiniquimTé qui tá boa, té qui tá boaTá toda a tribo numas de cauimLá na canoa, lá na canoaLata maná, lata ManéPode mergulhar que dá péGererê! Gererê!"
Mania de Você,"Meu bem, você me dá água na bocaVestindo fantasias, tirando a roupaMolhada de suor de tanto a gente se beijarDe tanto imaginar loucurasA gente faz amor por telepatiaNo chão, no mar, na Lua, na melodiaMania de você, de tanto a gente se beijarDe tanto imaginar loucurasNada melhor do que não fazer nadaSó pra deitar e rolar com vocêNada melhor do que não fazer nadaSó pra deitar e rolar com vocêMeu bem, você me dá água na bocaVestindo fantasias, tirando a roupaMolhada de suor de tanto a gente se beijarDe tanto imaginar loucurasA gente faz amor por telepatiaNo chão, no mar, na Lua, na melodiaMania de você, de tanto a gente se beijarDe tanto imaginar loucurasNada melhor do que não fazer nadaSó pra deitar e rolar com vocêNada melhor do que não fazer nadaSó pra deitar e rolar com vocêCom você, com vocêNada melhor, nada melhorDo que não fazer nadaNada, nada melhor do que não fazer nadaSó pra deitar e rolar com vocêRolar, rolar, rolar, rolar com vocêRolar, rolar, rolar, rolar com você"
Faça parte  dessa comunidade,"Meu bem, você me dá água na bocaVestindo fantasias, tirando a roupaMolhada de suor de tanto a gente se beijarDe tanto imaginar loucurasA gente faz amor por telepatiaNo chão, no mar, na Lua, na melodiaMania de você, de tanto a gente se beijarDe tanto imaginar loucurasNada melhor do que não fazer nadaSó pra deitar e rolar com vocêNada melhor do que não fazer nadaSó pra deitar e rolar com vocêMeu bem, você me dá água na bocaVestindo fantasias, tirando a roupaMolhada de suor de tanto a gente se beijarDe tanto imaginar loucurasA gente faz amor por telepatiaNo chão, no mar, na Lua, na melodiaMania de você, de tanto a gente se beijarDe tanto imaginar loucurasNada melhor do que não fazer nadaSó pra deitar e rolar com vocêNada melhor do que não fazer nadaSó pra deitar e rolar com vocêCom você, com vocêNada melhor, nada melhorDo que não fazer nadaNada, nada melhor do que não fazer nadaSó pra deitar e rolar com vocêRolar, rolar, rolar, rolar com vocêRolar, rolar, rolar, rolar com você"
Maria Mole,"Lenga-lenga MariaMole só pra disfarçarTrabalho que é bom nenhum,Não faz força nem pra soltar pum! Pum?Lero-lero, blá blá bláTira o dedo do narizMelecada de chiclets,Nunca rapa a perna com giletes! Giletes?Dengo-dengo MariaGosta só de namorarDerretida de paixãoLambuzada de sabãoE o namorado dela é o rocamboleE quando eles se beijam os dois se engolemFazendo assim: Maria Mole, Maria Mole!Oh, oh Maria Mole..."
Faça parte  dessa comunidade,"Lenga-lenga MariaMole só pra disfarçarTrabalho que é bom nenhum,Não faz força nem pra soltar pum! Pum?Lero-lero, blá blá bláTira o dedo do narizMelecada de chiclets,Nunca rapa a perna com giletes! Giletes?Dengo-dengo MariaGosta só de namorarDerretida de paixãoLambuzada de sabãoE o namorado dela é o rocamboleE quando eles se beijam os dois se engolemFazendo assim: Maria Mole, Maria Mole!Oh, oh Maria Mole..."
Maria Ninguém,"Maria ninguémÉ Maria e é Maria meu bemSe eu não sou João de nadaA Maria que é minhaÉ Maria ninguémMaria ninguémÉ Maria como as outras tambémSó que tem que ainda é melhorDo que muita Maria que há por aíMarias tão frias, cheias de maniasMarias vazias pro nome que temMaria ninguémÉ um dom que muito homem não temHaja visto quanta gente que chama MariaE Maria não vemMaria ninguémÉ Maria e é Maria meu bemSe eu não sou João de nadaA Maria que é minhaÉ Maria ninguémMaria ninguémDo you want to know a secretdo you promise not to tellMaria ninguémLet me whisper in your earSay the words you long to hearI'm in love with youÚúúúúúMaria ninguém"
Faça parte  dessa comunidade,"Maria ninguémÉ Maria e é Maria meu bemSe eu não sou João de nadaA Maria que é minhaÉ Maria ninguémMaria ninguémÉ Maria como as outras tambémSó que tem que ainda é melhorDo que muita Maria que há por aíMarias tão frias, cheias de maniasMarias vazias pro nome que temMaria ninguémÉ um dom que muito homem não temHaja visto quanta gente que chama MariaE Maria não vemMaria ninguémÉ Maria e é Maria meu bemSe eu não sou João de nadaA Maria que é minhaÉ Maria ninguémMaria ninguémDo you want to know a secretdo you promise not to tellMaria ninguémLet me whisper in your earSay the words you long to hearI'm in love with youÚúúúúúMaria ninguém"
Marília Gabi Gabriela,"Lá vem elaMarília, Gabi, GabrielaBarbarelaCinderelaMarília, Gabi, GabrielaCravo e canela!MaríliaMarilíaGabiGabrielaOh!Yeah!"
Faça parte  dessa comunidade,"Lá vem elaMarília, Gabi, GabrielaBarbarelaCinderelaMarília, Gabi, GabrielaCravo e canela!MaríliaMarilíaGabiGabrielaOh!Yeah!"
Mary Shadow Show,Take fiveTake a breakGet highGet straight to the starsBe a part of the dreamBe a part of the teamNo matter the challenge of lifeBut if you need a friend indeed just let me knowWelcome!Welcome!Welcome to the Mary Shadow Show!To the Mary Shadow Show
Faça parte  dessa comunidade,Take fiveTake a breakGet highGet straight to the starsBe a part of the dreamBe a part of the teamNo matter the challenge of lifeBut if you need a friend indeed just let me knowWelcome!Welcome!Welcome to the Mary Shadow Show!To the Mary Shadow Show
Me Recuso,"Me recuso a ficar sóAntes mal-acompanhadoPelo menos eu tenho com quem brigarOu talvez alguém pra amarAfinalTudo é relativo aos bons costumes do lugarSó só só só só...Me recuso a ficar só!Eu só sei que a gente nuncaA gente nunca deve dizer nunca, nunca!Já pensou como seria chato?Você já pensou como seria chato?Cha cha cha cha cha chatoTudo isso é muito chato!Morar sozinho num palácioPrefiro uma casa de sapéUm homem uma mulherSe bem que a grana ainda ajudaMas um dia a sorte mudaAfinalA inocência não dura a vida inteiraBrinque de ser sérioE leve a sério a brincadeiraBrinque de ser sérioE leve a sério a brincadeiraSó só só só só...Me recuso a ficar só!"
Faça parte  dessa comunidade,"Me recuso a ficar sóAntes mal-acompanhadoPelo menos eu tenho com quem brigarOu talvez alguém pra amarAfinalTudo é relativo aos bons costumes do lugarSó só só só só...Me recuso a ficar só!Eu só sei que a gente nuncaA gente nunca deve dizer nunca, nunca!Já pensou como seria chato?Você já pensou como seria chato?Cha cha cha cha cha chatoTudo isso é muito chato!Morar sozinho num palácioPrefiro uma casa de sapéUm homem uma mulherSe bem que a grana ainda ajudaMas um dia a sorte mudaAfinalA inocência não dura a vida inteiraBrinque de ser sérioE leve a sério a brincadeiraBrinque de ser sérioE leve a sério a brincadeiraSó só só só só...Me recuso a ficar só!"
Meio Fio,"Onde quer que eu váLevo em mim o meu passadoE um tanto quanto do meu fimTodos os instantes que viviEstão aquiOs que me lembro e os que esqueci...Carrego minha morteE o que da sorte eu fizO corte e também a cicatrizMas sigo meu destinonum yellow submarinoAcendo a luz que me conduzE os deuses me convidam...Para dançar no meio fioEntre o que tenho e o que tenho que perderPois se sou sóÉ só flutuando no vazioVou dando voz ao ar que receberPra ficar comigoCorro salto, me equilibroEntre minha neta e minha vóFico feliz, sigo adiante ante o perigoVejo o que me aflige virar póAs vezes acredito em mimAs vezes não acreditoTambém não sei se devo duvidarMas sigo meu destinonum yellow submarinoAcendo a luz que me conduzE os deuses me convidam...Para dançar no meio fioEntre o que tenho e o que tenho que perderPois se sou sóÉ só flutuando no vazioVou dando voz ao ar que receber"
Faça parte  dessa comunidade,"Onde quer que eu váLevo em mim o meu passadoE um tanto quanto do meu fimTodos os instantes que viviEstão aquiOs que me lembro e os que esqueci...Carrego minha morteE o que da sorte eu fizO corte e também a cicatrizMas sigo meu destinonum yellow submarinoAcendo a luz que me conduzE os deuses me convidam...Para dançar no meio fioEntre o que tenho e o que tenho que perderPois se sou sóÉ só flutuando no vazioVou dando voz ao ar que receberPra ficar comigoCorro salto, me equilibroEntre minha neta e minha vóFico feliz, sigo adiante ante o perigoVejo o que me aflige virar póAs vezes acredito em mimAs vezes não acreditoTambém não sei se devo duvidarMas sigo meu destinonum yellow submarinoAcendo a luz que me conduzE os deuses me convidam...Para dançar no meio fioEntre o que tenho e o que tenho que perderPois se sou sóÉ só flutuando no vazioVou dando voz ao ar que receber"
Melodia Inacabada,"Eu vivo sozinhaMas eu cuido de mimMeu gênio é difícilMas no fundo, não sou ruimCantandoBem altoDisfarçoMinha timidezEu quero cantarAquela melodia inacabada, proibidaEu gosto da vidaAssim como ela éÀs vezes eu sintoComo toda mulherCantandoBem altoEspantoOs males e os amores que me matamEu quero chegarLá do outro lado do infinito, do infinito."
Faça parte  dessa comunidade,"Eu vivo sozinhaMas eu cuido de mimMeu gênio é difícilMas no fundo, não sou ruimCantandoBem altoDisfarçoMinha timidezEu quero cantarAquela melodia inacabada, proibidaEu gosto da vidaAssim como ela éÀs vezes eu sintoComo toda mulherCantandoBem altoEspantoOs males e os amores que me matamEu quero chegarLá do outro lado do infinito, do infinito."
Menino,"Menino, menino, menino,Eu te levo no bico te ponho dentro do meu ninhoEu te pego, te pico, te como à la passarinho!Depois te dou um pirulitoQue bate, bate, bate no coraçãoE a gente pega, pega, pega fogoE manda brasa feito vulcão"
Faça parte  dessa comunidade,"Menino, menino, menino,Eu te levo no bico te ponho dentro do meu ninhoEu te pego, te pico, te como à la passarinho!Depois te dou um pirulitoQue bate, bate, bate no coraçãoE a gente pega, pega, pega fogoE manda brasa feito vulcão"
